ID_Pup,Beach,Day,Day_Actual,Date,Weight,Girth,Span,Length,Aggressiveness,LocalDensity,Sex,Death,Season,CI,ID_Mum,CI_Mum,Cause_of_death
N1,FWB,0,0,09-12-19,5,39,60,68,2,8,F,Y,1920,5.765763145,FWB1,33.91985002,starvation; mother died
N10,FWB,0,0,11-12-19,5.4,43,50,63,3,NA,F,N,1920,7.64196439,FWB10,29.89202659,
N10,FWB,50,50,30-01-20,7.7,43,67.5,68,3,5,F,N,1920,8.879275244,FWB10,29.89202659,
N10,FWB,30,30,10-01-20,5.9,38.5,61,65,3,1,F,N,1920,7.678467226,FWB10,29.89202659,
N10,FWB,20,20,31-12-19,5.2,39,61.5,66.5,3,4,F,N,1920,6.365928006,FWB10,29.89202659,
N10,FWB,40,40,20-01-20,7.4,45,63,70.5,2,0,F,N,1920,7.746042051,FWB10,29.89202659,
N10,FWB,60,70,16-02-20,8.9,47,68,71,3,1,F,N,1920,9.141332798,FWB10,29.89202659,
N10,FWB,10,10,21-12-19,5.8,42,64,67,3,4,F,N,1920,6.959285451,FWB10,29.89202659,
N11,FWB,0,0,11-12-19,6.8,48,49,66,2,NA,M,N,1920,8.494832874,FWB11,33.54366876,
N11,FWB,20,20,31-12-19,9,45,67,74,1,5,M,N,1920,8.273235272,FWB11,33.54366876,
N11,FWB,60,87,07-03-20,13.4,53.5,83,85.5,1,1,M,N,1920,8.362701782,FWB11,33.54366876,
N11,FWB,40,40,20-01-20,10.8,50,74,80,1,1,M,N,1920,8.055315043,FWB11,33.54366876,
N11,FWB,10,10,21-12-19,6.8,44,63.5,68,1,2,M,N,1920,7.841437878,FWB11,33.54366876,
N11,FWB,30,30,10-01-20,9.2,47,73,74,1,13,M,N,1920,8.457084944,FWB11,33.54366876,
N11,FWB,50,50,30-01-20,10.4,47,76,84,1,NA,M,N,1920,6.805868534,FWB11,33.54366876,
N12,FWB,60,74,19-02-20,10.9,50,69,86,2,1,F,N,1920,6.69698166,FWB12,32.22993324,
N12,FWB,0,0,11-12-19,5.8,45,54,63,1,NA,F,N,1920,8.208035827,FWB12,32.22993324,
N12,FWB,40,40,20-01-20,7.5,42,68,73,3,1,F,N,1920,7.150489853,FWB12,32.22993324,
N12,FWB,50,50,30-01-20,8.5,44,68,78,3,7,F,N,1920,6.785101528,FWB12,32.22993324,
N12,FWB,10,10,21-12-19,6.5,43,63,69,1,3,F,N,1920,7.207789895,FWB12,32.22993324,
N12,FWB,20,20,31-12-19,7.2,44.5,63,66,1,5,F,N,1920,8.994528926,FWB12,32.22993324,
N12,FWB,30,30,10-01-20,7.5,44,67.5,75,3,0,F,N,1920,6.65066556,FWB12,32.22993324,
N13,FWB,10,10,21-12-19,4.5,34,59,64,1,5,F,Y,1920,6.10502225,FWB13,29.519469,predation
N13,FWB,0,0,11-12-19,6,42,60,65,2,3,F,Y,1920,7.808610738,FWB13,29.519469,predation
N14,FWB,20,20,01-01-20,5.2,40.5,65.5,67,2,3,F,N,1920,6.239359369,FWB14,34.86206808,
N14,FWB,60,77,27-02-20,9.4,46,73,89,3,1,F,N,1920,5.268126221,FWB14,34.86206808,
N14,FWB,40,40,21-01-20,7.8,45,65.5,72,2,4,F,N,1920,7.716659059,FWB14,34.86206808,
N14,FWB,10,10,22-12-19,5.7,44,61.5,64.5,1,6,F,N,1920,7.573358242,FWB14,34.86206808,
N14,FWB,30,30,11-01-20,7.2,44,66,71,2,8,F,N,1920,7.395235522,FWB14,34.86206808,
N14,FWB,50,50,31-01-20,7.5,41,68,68,2,1,F,N,1920,8.648644718,FWB14,34.86206808,
N14,FWB,0,0,12-12-19,5.1,42,60,62,2,NA,F,N,1920,7.533752265,FWB14,34.86206808,
N15,FWB,10,10,22-12-19,6.9,49,66,71,1,12,M,N,1920,7.087100708,FWB15,37.2399408,
N15,FWB,20,20,01-01-20,6.7,45,70.5,71,1,7,M,N,1920,6.881677499,FWB15,37.2399408,
N15,FWB,30,30,11-01-20,8.3,46,73,74,1,7,M,N,1920,7.629761417,FWB15,37.2399408,
N15,FWB,40,41,22-01-20,9.2,45,74,78,1,4,M,N,1920,7.343874595,FWB15,37.2399408,
N15,FWB,50,51,01-02-20,9.5,51,68,73,1,0,M,N,1920,9.057287147,FWB15,37.2399408,
N15,FWB,60,69,17-02-20,12.4,52.5,73.5,83.5,2,4,M,N,1920,8.245618409,FWB15,37.2399408,
N15,FWB,0,0,12-12-19,6.2,43,65,68,1,NA,M,N,1920,7.1495463,FWB15,37.2399408,
N16,FWB,10,10,22-12-19,6.5,43,66,66,1,0,M,N,1920,8.120060836,FWB16,37.72346785,
N16,FWB,40,40,21-01-20,8.2,47,69,77,2,2,M,N,1920,6.776029459,FWB16,37.72346785,
N16,FWB,20,20,01-01-20,8.1,47,66,71.5,1,5,M,N,1920,8.164576457,FWB16,37.72346785,
N16,FWB,0,0,12-12-19,4.8,36,62,60,1,NA,M,N,1920,7.74214045,FWB16,37.72346785,
N16,FWB,60,75,23-02-20,12.8,50.5,79,89,1,1,M,N,1920,7.173618684,FWB16,37.72346785,
N16,FWB,50,50,01-02-20,10.4,47,72.5,76,1,1,M,N,1920,8.90051586,FWB16,37.72346785,
N16,FWB,30,30,11-01-20,7.8,47,69,75,2,3,M,N,1920,6.916692182,FWB16,37.72346785,
N17,FWB,0,0,12-12-19,5.9,38.5,60,64,3,NA,M,Y,1920,8.004362505,FWB17,28.14138952,infection
N17,FWB,20,20,01-01-20,6.6,44,59,71,3,6,M,Y,1920,6.778965895,FWB17,28.14138952,infection
N17,FWB,40,40,21-01-20,6.7,37,64.5,72,2,0,M,Y,1920,6.628412269,FWB17,28.14138952,infection
N17,FWB,30,30,11-01-20,6.8,42,62,72.5,1,0,M,Y,1920,6.603677307,FWB17,28.14138952,infection
N17,FWB,10,10,23-12-19,6.4,41.5,60,70,2,22,M,Y,1920,6.828342379,FWB17,28.14138952,infection
N18,FWB,0,0,12-12-19,3.5,36,53,53,2,NA,M,Y,1920,7.872775538,FWB18,34.91471455,predation
N19,FWB,60,67,19-02-20,11.2,50,70,78.5,1,0,F,N,1920,8.788515467,FWB19,37.32384317,
N19,FWB,0,0,18-12-19,5,41,60,58,1,NA,F,N,1920,8.832078026,FWB19,37.32384317,
N19,FWB,50,51,07-02-20,8.2,40,70,70,1,0,F,N,1920,8.748813673,FWB19,37.32384317,
N19,FWB,10,10,28-12-19,5.9,42,60.5,68,1,0,F,N,1920,6.803600511,FWB19,37.32384317,
N19,FWB,20,20,07-01-20,5.9,40.5,64,67,1,0,F,N,1920,7.079273131,FWB19,37.32384317,
N19,FWB,40,40,27-01-20,7.8,45,68.5,73,1,1,F,N,1920,7.436509447,FWB19,37.32384317,
N19,FWB,30,30,17-01-20,7.5,43,66,74,2,10,F,N,1920,6.894362726,FWB19,37.32384317,
N2,FWB,0,0,10-12-19,6,41,64,66,2,NA,M,Y,1920,7.495440772,FWB2,41.03883089,MIA
N2,FWB,10,10,20-12-19,6.4,41,62.5,67.5,1,7,M,Y,1920,7.527655831,FWB2,41.03883089,MIA
N20,FWB,10,10,28-12-19,5.3,39,63.5,68.5,1,8,F,Y,1920,5.992839254,FWB20,36.10788582,predation
N20,FWB,0,0,18-12-19,6,40,60.5,62,2,NA,F,Y,1920,8.863237959,FWB20,36.10788582,predation
N21,FWB,50,50,08-02-20,11.6,49,79,78,2,0,M,Y,1920,9.259667968,FWB21,35.49181862,unknown
N21,FWB,0,0,20-12-19,7,44,67,69,3,NA,M,Y,1920,7.762235271,FWB21,35.49181862,unknown
N21,FWB,30,30,19-01-20,8.9,44.5,71,79,1,2,M,Y,1920,6.865858001,FWB21,35.49181862,unknown
N21,FWB,20,20,09-01-20,8.1,43,69,75,3,2,M,Y,1920,7.182718805,FWB21,35.49181862,unknown
N21,FWB,40,40,29-01-20,9.2,49,71,77,2,0,M,Y,1920,7.602374515,FWB21,35.49181862,unknown
N21,FWB,10,10,30-12-19,7.6,46,66,69,2,1,M,Y,1920,8.427569723,FWB21,35.49181862,unknown
N22,FWB,0,0,20-12-19,7.8,46,69,69,1,NA,F,N,1920,8.649347874,FWB22,38.33990521,
N22,FWB,60,64,22-02-20,11.8,49,77,81.5,2,1,F,N,1920,8.373585713,FWB22,38.33990521,
N22,FWB,50,52,10-02-20,9.8,44,78,73,2,0,F,N,1920,9.343306741,FWB22,38.33990521,
N22,FWB,30,30,19-01-20,8.5,48,78,81.5,1,1,F,N,1920,6.031820217,FWB22,38.33990521,
N22,FWB,40,40,29-01-20,9.5,47.5,76.5,80.5,2,1,F,N,1920,6.968316594,FWB22,38.33990521,
N22,FWB,10,10,30-12-19,8.6,47,73,78,1,4,F,N,1920,6.864926252,FWB22,38.33990521,
N22,FWB,20,20,09-01-20,9,51,71,79,3,9,F,N,1920,6.943002473,FWB22,38.33990521,
N23,FWB,0,0,20-12-19,3.2,36,56.5,59,3,NA,M,Y,1920,5.399319932,FWB23,34.21547285,predation
N24,FWB,60,90,19-03-20,12.6,54,79,85,1,1,M,N,1920,7.988061064,FWB24,30.17877428,
N24,FWB,20,20,09-01-20,5.8,39,63,66,1,4,M,N,1920,7.245592746,FWB24,30.17877428,
N24,FWB,0,0,20-12-19,5.9,42,62,63,1,NA,M,N,1920,8.349553686,FWB24,30.17877428,
N24,FWB,10,10,30-12-19,5.4,42,66.5,66.5,1,0,M,N,1920,6.610771391,FWB24,30.17877428,
N24,FWB,30,30,19-01-20,7.5,41.5,66,74,1,1,M,N,1920,6.894362726,FWB24,30.17877428,
N24,FWB,50,51,09-02-20,9.3,46,69.5,71,1,1,M,N,1920,9.552179216,FWB24,30.17877428,
N24,FWB,40,40,29-01-20,8,46,69,73,1,0,M,N,1920,7.627189176,FWB24,30.17877428,
N25,FWB,20,20,09-01-20,7.8,46,67,73,2,6,F,N,1920,7.436509447,FWB25,29.97477325,
N25,FWB,50,51,09-02-20,10.2,50,71,79,3,0,F,N,1920,7.868736136,FWB25,29.97477325,
N25,FWB,0,0,20-12-19,5.5,42,61,59,1,NA,F,N,1920,9.280081133,FWB25,29.97477325,
N25,FWB,40,40,29-01-20,9.8,44,71,78,3,3,F,N,1920,7.822822938,FWB25,29.97477325,
N25,FWB,30,30,19-01-20,7.2,41.5,67,72,2,10,F,N,1920,7.123069901,FWB25,29.97477325,
N25,FWB,10,10,30-12-19,6.1,37,62.5,66,1,4,F,N,1920,7.620364784,FWB25,29.97477325,
N25,FWB,60,64,22-02-20,12,46,72.5,79,3,1,F,N,1920,9.25733663,FWB25,29.97477325,
N3,FWB,10,10,20-12-19,6.1,43,67,68,2,8,M,N,1920,7.034231037,FWB3,39.46846746,
N3,FWB,30,30,09-01-20,7.5,49.5,69.5,77,2,2,M,N,1920,6.19758792,FWB3,39.46846746,
N3,FWB,60,60,10-02-20,11.8,50,78,78,1,1,M,N,1920,9.419317416,FWB3,39.46846746,
N3,FWB,40,40,19-01-20,9,49,70.5,75,1,2,M,N,1920,7.980798672,FWB3,39.46846746,
N3,FWB,20,20,30-12-19,8.2,48.5,65.5,71,1,15,M,N,1920,8.422351566,FWB3,39.46846746,
N3,FWB,50,50,29-01-20,8.6,45,75,75,2,0,M,N,1920,7.626096509,FWB3,39.46846746,
N3,FWB,0,0,10-12-19,5.8,41.5,70,69,1,10,M,N,1920,6.431566368,FWB3,39.46846746,
N4,FWB,60,63,12-02-20,12.6,50,74,85,2,NA,M,N,1920,7.988061064,FWB4,39.04970388,
N4,FWB,50,50,29-01-20,10.6,52,65,79,1,1,M,N,1920,8.177314024,FWB4,39.04970388,
N4,FWB,20,20,30-12-19,6,43,61,65.5,1,10,M,N,1920,7.649825878,FWB4,39.04970388,
N4,FWB,40,40,19-01-20,9.9,47,69,76,2,3,M,N,1920,8.472606443,FWB4,39.04970388,
N4,FWB,30,30,09-01-20,7.4,45.5,69,73.5,1,3,M,N,1920,6.927211957,FWB4,39.04970388,
N4,FWB,0,0,10-12-19,6.2,41.5,65,64,1,NA,M,N,1920,8.411363989,FWB4,39.04970388,
N4,FWB,10,10,20-12-19,6,43,64,64,2,4,M,N,1920,8.140029667,FWB4,39.04970388,
N5,FWB,40,40,19-01-20,10.8,51.5,76,86,3,10,M,N,1920,6.635541462,FWB5,39.15439478,
N5,FWB,10,10,19-12-19,5.8,44,59,68,2,3,M,N,1920,6.688285249,FWB5,39.15439478,
N5,FWB,20,20,30-12-19,6.9,44,67,74,3,8,M,N,1920,6.342813708,FWB5,39.15439478,
N5,FWB,60,73,21-02-20,10.2,47,76.5,81,3,3,M,N,1920,7.358594204,FWB5,39.15439478,
N5,FWB,30,30,09-01-20,8.9,44.5,74,79,3,5,M,N,1920,6.865858001,FWB5,39.15439478,
N5,FWB,50,50,29-01-20,10.9,51,74,82,3,0,M,N,1920,7.60912232,FWB5,39.15439478,
N5,FWB,0,0,10-12-19,5.2,37.5,64,61,1,NA,M,N,1920,8.023749291,FWB5,39.15439478,
N6,FWB,60,62,10-02-20,14.7,51,83,83.5,3,2,M,N,1920,9.77504763,FWB6,51.29853861,
